feroxbuster -u http://metapress.htb -w /usr/share/wordlists/dirb/common.txt -t 200 -r

 ___  ___  __   __     __      __         __   ___
|__  |__  |__) |__) | /  `    /  \ \_/ | |  \ |__
|    |___ |  \ |  \ | \__,    \__/ / \ | |__/ |___
by Ben "epi" Risher 🤓                 ver: 2.11.0
───────────────────────────┬──────────────────────
 🎯  Target Url            │ http://metapress.htb
 🚀  Threads               │ 200
 📖  Wordlist              │ /usr/share/wordlists/dirb/common.txt
 👌  Status Codes          │ All Status Codes!
 💥  Timeout (secs)        │ 7
 🦡  User-Agent            │ feroxbuster/2.11.0
 💉  Config File           │ /home/pks/.config/feroxbuster/ferox-config.toml
 🔎  Extract Links         │ true
 🏁  HTTP methods          │ [GET]
 📍  Follow Redirects      │ true
 🔃  Recursion Depth       │ 4
───────────────────────────┴──────────────────────
 🏁  Press [ENTER] to use the Scan Management Menu™
──────────────────────────────────────────────────
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/append
502      GET        7l       11w      157c http://metapress.htb/events/agenda
502      GET        7l       11w      157c http://metapress.htb/events/af
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/alpha
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/analog
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/amember
502      GET        7l       11w      157c http://metapress.htb/events/affiliate_info
502      GET        7l       11w      157c http://metapress.htb/cgi-home
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/announcements
502      GET        7l       11w      157c http://metapress.htb/events/agents
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/appl
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/anonymous
502      GET        7l       11w      157c http://metapress.htb/events/aff
502      GET        7l       11w      157c http://metapress.htb/hello-world/backup2
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/appliance
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/asmx
502      GET        7l       11w      157c http://metapress.htb/events/affiliates
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/applet
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/ansi
502      GET        7l       11w      157c http://metapress.htb/events/akamai
502      GET        7l       11w      157c http://metapress.htb/events/agency
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/appliation
502      GET        7l       11w      157c http://metapress.htb/events/AggreSpy
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aspnet_client
502      GET        7l       11w      157c http://metapress.htb/events/akeeba.backend.log
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/asdf
502      GET        7l       11w      157c http://metapress.htb/wp-includes/apis
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/askapache
502      GET        7l       11w      157c http://metapress.htb/events/alarms
502      GET        7l       11w      157c http://metapress.htb/events/ajax
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/asset
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/assets
502      GET        7l       11w      157c http://metapress.htb/events/advisories
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/answers
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aspadmin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/asps
502      GET        7l       11w      157c http://metapress.htb/category/news/autodiscover
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/attachs
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/antibot_image
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aspx
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aspdnsfencrypt
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/AT-admin.cgi
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/artwork
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/assetmanage
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aspdnsfcommon
502      GET        7l       11w      157c http://metapress.htb/ckfinder
502      GET        7l       11w      157c http://metapress.htb/events/agb
502      GET        7l       11w      157c http://metapress.htb/category/news/attic
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/aol
502      GET        7l       11w      157c http://metapress.htb/category/news/attachs
502      GET        7l       11w      157c http://metapress.htb/category/news/auction
502      GET        7l       11w      157c http://metapress.htb/events/ajax_cron
502      GET        7l       11w      157c http://metapress.htb/events/affiliate_terms
502      GET        7l       11w      157c http://metapress.htb/hello-world/Base
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/atom
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/attachments
502      GET        7l       11w      157c http://metapress.htb/classic
502      GET        7l       11w      157c http://metapress.htb/category/news/auctions
502      GET        7l       11w      157c http://metapress.htb/category/news/auth
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/application.wadl
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/aspdnsfcommon
502      GET        7l       11w      157c http://metapress.htb/category/news/automation
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/apache
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/attach
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/apply
502      GET        7l       11w      157c http://metapress.htb/claim
502      GET        7l       11w      157c http://metapress.htb/category/news/audit
502      GET        7l       11w      157c http://metapress.htb/hello-world/base
502      GET        7l       11w      157c http://metapress.htb/classified
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/attic
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/attachs
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/app_data
502      GET        7l       11w      157c http://metapress.htb/category/news/au
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/app_code
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/au
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/ar
502      GET        7l       11w      157c http://metapress.htb/classroompages
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/audio
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/audit
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/au
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/audio
502      GET        7l       11w      157c http://metapress.htb/hello-world/baseball
502      GET        7l       11w      157c http://metapress.htb/classifieds
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/asdf
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/auctions
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/auction
502      GET        7l       11w      157c http://metapress.htb/hello-world/bash
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/attic
502      GET        7l       11w      157c http://metapress.htb/category/news/authoring
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/auction
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/architect
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/audit
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/arcade
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/architect
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/AppsLogin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/arch
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/arcade
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/ascii
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/arch
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/AppsLocalLogin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/Archive
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/auctions
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/apr
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/_vti_aut
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/~adm
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/_tmpfileop
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/apps
502      GET        7l       11w      157c http://metapress.htb/category/news/authorized_keys
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/arrow
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/_themes
502      GET        7l       11w      157c http://metapress.htb/hello-world/bandwidth
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/archive
